"Treatment","mean.Salinity","sem.Salinity","mean.Temperature","sem.Temperature","mean.pH","sem.pH","mean.CO2","sem.CO2","mean.pCO2","sem.pCO2","mean.HCO3","sem.HCO3","mean.CO3","sem.CO3","mean.DIC","sem.DIC","mean.TA","sem.TA","mean.Aragonite.Sat","sem.Aragonite.Sat"
"Ambient",28.93390625,0.0329890082008898,15.382234375,0.142377036794013,7.88775524545321,0.00616434301952922,21.8193064412889,0.42527145542759,569.42872662835,9.2629345458463,1819.5693681339,4.96265113799638,91.9674820240569,1.40004470827448,1933.35615659924,4.00464026356873,2047.1185574261,1.73232600292569,1.44394523271843,0.0227151988459772
"Low",28.8893650793651,0.0330966041017155,15.4173650793651,0.136077707577445,7.29538391581641,0.0040181792411794,92.1660256796647,0.70659062729779,2418.9553243796,23.983800643809,1984.77617434134,1.55481657744389,25.5061587018069,0.180067307618889,2102.44835872281,1.62069595266911,2047.86813772183,1.68174748809524,0.40033299142915,0.00276883793096576
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
